order_item_id,order_id,product_id,quantity,unit_price
1,1,710,2,271.79
2,1,780,3,296.09
3,2,414,2,332.99
4,2,236,5,30.91
5,3,147,5,13.68
6,3,519,4,632.24
7,4,1013,3,112.27
8,4,435,2,427.49
9,5,501,1,363.5
10,6,198,4,613.16
11,6,794,4,23.44
12,6,913,4,195.25
13,6,840,2,67.18
14,7,366,2,208.24
15,7,87,1,312.59
16,7,317,1,192.5
17,8,107,2,515.92
18,8,61,3,226.48
19,9,546,1,61.9
20,10,1041,2,270.39
21,10,957,2,174.41
22,10,688,2,517.37
23,10,461,5,251.78
24,11,419,3,98.55
25,12,178,5,30.69
26,12,709,1,497.83
27,13,272,717,643.77
28,13,788,5,197.2
29,14,374,4,577.41
30,14,914,1,170.86
31,14,1046,3,380.14
32,14,340,3,516.98
33,15,283,1,399.06
35,16,538,3,339.05
36,17,162,5,653.03
37,17,62,1,458.15
38,17,41,1,18.45
39,18,542,3,80.99
40,19,131,2,212.98
41,19,190,2,296.62
42,20,711,1,241.76
43,20,217,2,193.48
44,20,200,3,244.76
45,20,619,5,289.34
46,21,668,3,413.09
47,21,326,1,51.3
48,21,681,1,222.56
49,22,434,995,522.77
50,22,657,1,93.12
51,22,496,3,420.86
52,22,419,5,98.55
53,23,52,3,162.62
54,24,1117,2,142.57
55,24,839,5,276.21
56,24,1090,4,355.36
57,25,670,2,184.49
58,25,618,3,221.11
59,25,447,2,285.84
60,26,1126,3,267.56
61,26,118,2,94.52
62,26,933,1,188.02
63,26,930,232,636.86
64,27,892,1,112.04
65,28,1084,1,150.6
66,28,155,2,285.01
67,28,1148,2,518.25
68,29,596,1,152.0
69,29,359,3,511.18
70,29,1047,4,107.53
71,30,70,5,165.32
72,30,143,2,71.25
73,31,1119,1,120.36
74,31,713,4,739.84
75,32,1060,3,194.34
76,32,398,2,217.18
77,32,371,1,404.05
78,32,579,2,30.95
79,33,368,5,331.76
80,34,797,5,257.43
81,34,1050,1,323.07
82,34,782,4,209.43
83,34,551,5,306.94
84,35,743,5,216.19
85,35,163,3,201.2
86,35,64,4,28.8
87,35,574,848,419.07
88,36,9,1,409.96
89,36,779,5,61.72
90,37,261,1,56.23
91,37,629,1,293.6
92,37,314,1,98.62
93,38,1019,4,358.67
94,38,106,4,491.93
95,38,922,4,386.43
96,38,1011,2,89.96
97,39,1022,4,435.31
98,39,933,3,188.02
99,39,72,3,79.44
100,39,1068,1,171.84
101,40,621,2,649.86
102,40,92,3,398.74
103,40,764,4,157.08
104,41,576,1,95.63
105,41,265,5,43.4
106,41,533,4,252.69
107,41,549,842,380.68
108,42,399,2,211.19
109,42,1031,5,253.32
110,42,1075,2,137.73
111,42,483,4,111.79
112,43,512,3,76.7
113,44,1004,2,144.73
114,44,593,4,412.45
115,44,530,4,263.55
116,44,1084,4,150.6
117,45,191,2,586.72
118,46,495,1,92.54
119,46,1020,5,53.75
120,46,463,4,343.52
121,47,707,5,432.47
122,48,861,2,34.49
123,48,229,1,415.41
124,48,868,1,407.54
125,48,1136,5,180.76
126,49,498,3,464.05
127,49,954,1,535.04
128,49,689,4,192.5
129,49,295,5,271.3
130,50,1182,1,87.0
131,50,535,3,213.46
132,51,936,4,358.67
133,51,328,5,67.22
134,51,381,2,344.1
135,52,223,4,536.6
136,53,417,2,395.75
137,53,983,5,418.11
138,53,547,2,122.07
139,54,174,4,262.55
140,54,1164,5,419.17
141,55,1059,4,169.72
142,55,533,3,252.69
143,56,402,4,330.81
144,56,762,2,264.67
145,56,732,5,352.64
146,56,133,1,45.16
147,57,975,1,127.94
148,58,329,2,260.36
149,58,847,1,37.74
150,58,256,2,529.14
151,59,41,4,18.45
152,60,18,2,455.64
153,60,1067,1,104.69
154,60,731,5,35.43
155,61,532,3,674.11
156,61,830,1,264.21
157,61,665,191,622.42
158,62,187,2,294.03
159,62,409,3,359.47
160,62,721,1,42.61
161,63,1048,5,150.74
162,63,129,2,386.69
163,63,948,1,251.9
164,64,268,5,243.45
165,65,373,2,524.32
166,65,367,3,14.05
167,66,743,2,216.19
168,66,390,5,56.67
169,67,906,3,377.24
170,67,360,3,473.16
171,68,905,5,440.2
172,68,1137,2,387.55
173,68,1025,4,305.9
174,69,523,2,141.98
175,69,1197,4,618.6
176,70,835,2,345.04
177,71,323,3,423.57
178,71,771,1,137.56
179,71,150,3,115.12
180,72,925,2,410.32
181,72,53,4,343.79
182,73,425,1,432.11
183,73,642,4,388.48
184,73,158,5,586.84
185,74,45,4,247.05
186,75,717,5,194.23
187,75,116,1,156.65
188,75,401,2,41.41
189,76,259,5,380.42
190,76,448,4,508.77
191,76,13,4,146.72
192,77,618,2,221.11
193,78,1092,3,256.88
194,78,465,1,300.58
195,79,893,1,214.83
196,79,1142,766,106.19
197,79,736,2,652.0
198,79,181,2,40.07
199,80,126,4,185.16
200,80,948,4,251.9
201,80,64,4,28.8
202,80,184,4,588.92
203,81,228,3,399.83
204,82,965,1,653.58
205,82,667,1,165.37
206,82,549,2,380.68
207,83,1095,1,202.33
208,84,308,4,358.63
209,84,1085,1,181.9
210,85,288,1,408.12
211,85,1,624,588.96
212,85,395,1,489.04
213,85,787,4,301.98
214,86,557,3,539.38
215,87,694,3,257.81
216,87,670,3,184.49
217,87,279,4,418.8
218,87,678,4,300.95
219,88,495,1,92.54
220,89,755,4,172.44
221,89,848,1,497.78
222,89,1181,4,17.48
223,89,331,1,470.73
224,90,354,2,93.21
225,90,336,3,235.67
226,90,742,5,390.06
227,91,27,5,509.28
228,91,714,1,270.8
229,92,96,2,331.11
230,92,113,4,93.56
231,92,134,5,60.01
232,93,380,2,403.77
233,93,325,4,389.25
234,93,938,4,382.17
235,93,726,1,536.89
236,94,552,5,592.92
237,95,254,1,130.88
238,96,714,4,270.8
239,97,487,4,391.82
240,97,1067,2,104.69
241,97,1188,2,33.54
242,98,401,2,41.41
243,99,1057,5,675.78
244,99,227,4,205.99
245,99,648,3,167.35
246,99,503,5,470.35
247,100,921,3,569.89
248,101,1183,5,250.11
249,101,429,3,29.43
250,101,1089,5,292.08
251,102,722,2,471.4
252,103,926,3,258.46
253,103,408,3,269.18
254,104,589,2,127.95
255,105,477,1,656.82
256,105,205,4,311.02
257,106,535,4,213.46
258,106,970,5,43.05
259,107,909,4,228.81
260,107,1040,5,138.29
261,108,1104,5,357.02
262,108,1018,4,167.85
263,108,667,5,165.37
264,109,267,4,79.41
265,109,1026,2,481.19
266,109,636,5,177.52
267,109,834,1,530.18
268,110,789,2,247.11
269,110,462,2,216.5
270,110,373,3,524.32
271,111,11,3,339.6
272,112,477,4,656.82
273,112,178,5,30.69
274,112,927,3,303.36
275,113,872,2,46.41
276,113,895,4,656.79
277,113,231,3,311.0
278,113,365,5,30.83
279,114,881,917,64.8
280,114,288,1,408.12
281,115,130,5,417.36
282,116,167,3,550.59
283,117,112,2,321.23
284,117,500,5,229.02
285,117,19,3,397.01
286,117,306,1,19.1
287,118,732,2,352.64
288,119,72,4,79.44
289,120,94,366,63.15
290,120,447,5,285.84
291,121,1017,3,280.17
292,121,1148,2,518.25
293,121,940,5,722.99
294,122,763,5,235.88
295,122,1084,2,150.6
296,122,933,1,188.02
297,123,102,5,81.43
298,124,430,5,277.58
299,124,834,5,530.18
300,124,64,3,28.8
301,125,517,3,116.47
302,125,677,5,430.59
303,125,458,2,188.1
304,125,722,1,471.4
305,126,522,2,396.76
306,126,302,3,552.69
307,127,385,3,483.28
308,127,875,4,541.28
309,127,18,5,455.64
310,128,84,3,123.85
311,129,782,2,209.43
312,129,613,4,198.19
313,129,434,3,522.77
314,129,806,1,598.98
315,130,339,1,360.69
316,130,337,1,121.52
317,131,475,4,155.71
318,131,707,3,432.47
319,131,668,4,413.09
320,132,693,4,387.07
321,132,124,2,149.1
322,132,1041,1,270.39
323,132,971,1,322.56
324,133,669,3,236.97
325,133,716,3,28.14
326,133,218,4,62.36
327,134,203,5,211.84
328,135,589,1,127.95
329,135,511,5,105.31
330,135,448,1,508.77
331,136,976,4,58.88
332,137,194,4,515.95
333,137,943,5,564.09
334,138,879,4,137.14
335,138,1047,4,107.53
336,138,417,5,395.75
337,138,443,4,301.3
338,139,208,1,653.45
339,139,246,5,230.52
340,139,489,1,369.23
341,140,685,4,411.86
342,141,897,2,249.45
343,141,470,4,190.99
344,142,300,1,287.43
345,142,661,5,561.76
346,142,464,1,488.43
347,142,44,1,452.47
348,143,514,5,32.35
349,143,529,3,88.43
350,144,638,4,176.04
351,144,159,2,91.8
352,144,130,4,417.36
353,145,129,4,386.69
354,146,40,2,261.9
355,146,86,3,443.43
356,147,51,4,316.51
357,147,613,4,198.19
358,147,337,4,121.52
359,148,454,3,160.53
360,148,429,2,29.43
361,148,317,2,192.5
362,148,1143,1,93.55
363,149,347,1,669.44
364,149,285,3,402.68
365,149,1073,5,429.97
366,150,554,3,190.14
367,151,111,5,561.47
368,151,926,3,258.46
369,152,714,4,270.8
370,152,101,3,626.31
371,152,690,4,488.79
372,153,116,5,156.65
373,153,1082,5,23.4
374,153,951,3,24.68
375,153,111,1,561.47
376,154,1092,5,256.88
377,154,356,2,160.02
378,154,391,1,274.95
379,155,1000,2,32.26
380,156,120,1,431.78
381,156,263,1,239.2
382,156,100,3,266.97
383,157,343,3,155.47
384,158,962,4,141.52
385,158,676,3,341.51
386,158,468,4,500.34
387,158,1089,3,292.08
388,159,756,2,91.29
389,159,1142,5,106.19
390,159,835,2,345.04
391,159,361,5,16.25
392,160,943,2,564.09
393,160,246,4,230.52
394,160,616,4,165.19
395,161,345,3,360.14
396,161,984,3,192.22
397,161,820,4,40.86
398,162,665,2,622.42
399,162,756,5,91.29
400,163,68,2,322.59
401,163,457,1,25.28
402,163,840,3,67.18
403,164,1156,2,226.34
404,164,1106,1,426.55
405,164,137,2,27.39
406,164,184,4,588.92
407,165,1083,4,344.3
408,165,1044,5,59.44
409,165,602,3,651.0
410,165,181,2,40.07
411,166,707,1,432.47
413,166,980,4,474.31
414,167,505,5,191.89
415,167,1023,1,489.32
416,167,44,3,452.47
417,167,1049,4,83.03
418,168,1053,5,240.23
419,168,644,4,70.73
420,168,228,3,399.83
421,169,902,5,136.38
422,169,775,3,513.72
423,169,112,4,321.23
424,170,1061,4,8.07
425,170,414,2,332.99
426,170,774,5,313.55
427,171,1053,3,240.23
428,172,243,1,440.58
429,173,210,2,449.35
430,174,1039,1,202.0
431,174,80,4,116.66
432,174,1041,3,270.39
433,175,334,2,381.61
434,176,825,1,156.6
435,176,203,5,211.84
436,176,1070,5,493.32
437,176,975,2,127.94
438,177,83,2,218.21
439,178,925,1,410.32
440,178,762,4,264.67
441,178,1089,2,292.08
442,179,55,4,220.09
443,179,5,5,136.93
444,179,233,4,555.94
445,180,1088,3,222.16
446,181,414,5,332.99
447,181,251,2,457.56
448,181,14,1,97.19
449,182,176,2,347.47
450,183,51,4,316.51
451,183,682,2,99.62
452,183,1166,3,61.6
453,183,702,4,320.07
454,184,778,5,171.42
455,185,122,2,199.84
456,186,1132,1,576.07
457,186,781,4,478.69
458,186,100,1,266.97
459,187,236,4,30.91
460,187,279,4,418.8
461,187,480,4,546.18
462,187,842,2,370.13
463,188,631,4,143.88
464,189,418,5,361.29
465,189,1043,3,181.82
466,190,800,4,208.72
467,191,136,3,421.92
468,191,1200,3,376.71
469,192,198,2,613.16
470,193,207,849,156.17
471,193,221,4,402.79
472,193,1117,4,142.57
473,193,322,1,76.97
474,194,179,3,147.12
475,195,897,2,249.45
476,195,357,3,471.92
477,195,426,5,249.1
478,195,577,3,425.09
479,196,819,5,203.73
480,196,554,3,190.14
481,196,44,4,452.47
482,196,1110,3,175.66
483,197,1018,2,167.85
484,197,263,3,239.2
485,197,148,3,236.02
486,198,537,4,639.94
487,198,351,1,91.05
488,199,193,1,361.07
489,199,417,1,395.75
490,200,370,1,95.14
491,200,51,3,316.51
492,200,397,2,118.09
493,201,212,1,386.93
494,201,58,3,414.83
495,201,320,5,320.57
496,201,127,5,64.19
497,202,919,428,316.73
498,202,674,4,147.08
499,202,835,2,345.04
500,202,713,2,739.84
501,203,977,5,362.59
502,203,95,2,36.87
503,203,148,2,236.02
504,203,1018,2,167.85
505,204,193,3,361.07
506,204,746,2,508.65
507,204,696,1,480.75
508,204,157,2,378.16
509,205,595,1,389.9
510,206,158,3,586.84
511,206,429,2,29.43
512,206,586,4,505.9
513,207,860,1,265.53
514,207,255,3,361.36
515,207,820,645,40.86
516,208,937,2,250.03
517,208,1140,409,278.53
518,208,1163,4,443.57
519,209,384,1,271.43
520,210,1187,5,451.02
521,211,901,1,112.19
522,211,416,1,230.35
523,211,658,5,53.11
524,211,570,4,288.3
525,212,1057,2,675.78
526,212,15,2,114.01
527,213,37,2,498.86
528,214,819,5,203.73
529,214,691,1,249.04
530,214,518,4,58.53
531,215,107,4,515.92
532,216,18,4,455.64
534,216,864,3,357.81
535,216,319,3,233.32
536,217,641,4,526.17
537,217,178,4,30.69
538,217,64,5,28.8
539,217,104,5,569.79
540,218,753,4,137.59
541,219,721,4,42.61
542,220,1057,2,675.78
543,220,43,2,472.32
544,220,16,3,178.41
545,220,84,1,123.85
546,221,905,5,440.2
547,222,631,521,143.88
548,222,101,2,626.31
549,222,971,669,322.56
550,223,1064,5,447.49
551,224,890,499,581.43
552,224,706,3,475.61
553,224,45,3,247.05
554,225,387,5,256.83
555,225,744,3,593.05
556,225,262,1,465.99
557,226,678,5,300.95
558,226,48,3,350.25
559,227,974,2,94.89
560,227,1167,3,201.51
561,228,621,2,649.86
562,228,179,998,147.12
563,229,32,5,232.34
564,229,284,2,355.57
565,229,1029,3,328.57
566,229,565,2,222.37
567,230,211,2,142.65
568,230,317,2,192.5
569,231,97,4,377.58
570,231,852,1,181.66
571,231,552,604,592.92
572,232,123,5,20.29
573,232,939,2,323.47
574,232,604,405,467.9
575,232,111,4,561.47
576,233,479,1,247.33
577,233,1146,2,116.7
578,233,352,3,262.85
579,234,701,1,511.15
580,234,256,1,529.14
581,234,527,3,42.63
582,235,321,2,33.95
583,236,248,3,36.79
584,236,201,3,218.63
585,236,40,5,261.9
586,237,533,3,252.69
587,237,539,1,542.95
588,237,1082,2,23.4
589,237,857,2,523.56
590,238,444,4,380.71
591,238,458,4,188.1
592,238,1058,5,303.4
593,239,366,3,208.24
594,239,41,2,18.45
595,239,733,5,342.81
596,240,1140,4,278.53
597,241,355,1,184.57
598,241,871,2,346.81
599,241,508,4,106.46
600,241,60,4,306.16
601,242,34,5,57.51
602,242,493,3,120.26
603,242,843,4,293.84
604,243,795,4,410.76
605,243,834,3,530.18
606,243,1006,4,493.82
607,244,378,2,248.5
608,245,980,1,474.31
609,245,881,908,64.8
610,245,1184,1,445.44
611,246,658,2,53.11
612,246,586,3,505.9
613,247,1146,4,116.7
614,248,41,1,18.45
615,249,830,4,264.21
616,250,596,806,152.0
617,250,1138,1,315.79
618,251,1048,3,150.74
619,252,880,1,540.5
620,253,583,1,338.82
621,254,661,4,561.76
622,254,165,1,490.42
623,254,387,4,256.83
624,254,758,2,587.03
625,255,979,3,325.79
626,255,551,5,306.94
627,256,469,5,545.82
628,257,962,2,141.52
629,257,1085,1,181.9
630,258,926,2,258.46
631,258,495,4,92.54
632,259,877,3,134.48
633,260,109,1,355.59
634,260,365,4,30.83
635,261,718,4,327.51
636,261,531,1,149.12
637,261,374,3,577.41
638,262,1009,4,132.56
639,262,468,1,500.34
640,263,339,3,360.69
641,264,607,1,148.31
642,264,144,201,139.85
643,264,328,3,67.22
644,264,647,4,303.6
645,265,521,5,69.46
646,266,171,3,115.96
647,266,733,1,342.81
648,266,762,2,264.67
649,266,836,4,58.77
650,267,962,4,141.52
651,268,541,5,161.59
652,268,1098,3,135.94
653,268,713,2,739.84
655,269,763,5,235.88
656,270,1047,5,107.53
657,270,260,3,550.77
658,271,343,3,155.47
659,271,313,2,329.43
660,271,331,3,470.73
661,272,228,603,399.83
662,272,829,961,11.86
663,272,673,5,184.97
664,273,141,4,505.24
665,273,492,2,244.98
666,274,776,1,369.17
667,274,681,3,222.56
668,274,1041,4,270.39
669,274,137,1,27.39
670,275,849,3,218.35
671,276,474,5,55.05
672,276,353,1,169.1
673,276,814,1,450.06
674,277,59,2,44.97
675,277,946,2,431.74
676,277,1136,1,180.76
677,278,759,4,407.95
678,278,132,4,195.95
679,278,424,3,488.21
680,279,674,4,147.08
681,279,854,3,270.28
682,279,580,1,264.58
683,279,114,5,177.0
684,280,759,3,407.95
685,280,1001,4,406.55
686,280,103,760,184.35
687,281,659,4,156.74
688,281,727,4,362.76
689,282,1055,5,591.78
690,283,588,4,36.59
691,283,404,5,344.85
692,283,409,156,359.47
693,284,492,4,244.98
694,284,733,1,342.81
695,284,692,5,119.26
696,284,807,3,415.78
697,285,1049,5,83.03
698,285,719,2,546.66
699,285,878,1,352.27
700,286,312,1,489.36
701,286,1156,5,226.34
702,286,1180,1,157.66
703,287,570,2,288.3
704,287,909,4,228.81
705,288,148,1,236.02
706,288,965,3,653.58
707,289,94,4,63.15
708,289,739,3,136.56
709,290,449,4,735.2
710,290,701,4,511.15
711,290,685,3,411.86
712,291,225,5,53.82
713,291,42,774,206.31
714,291,382,2,471.94
715,292,147,41,13.68
716,292,141,4,505.24
717,292,43,5,472.32
718,292,78,1,183.14
719,293,452,5,268.23
720,293,1184,5,445.44
721,293,1097,5,657.09
722,293,593,3,412.45
723,294,1135,5,424.77
724,295,404,3,344.85
725,295,733,3,342.81
726,295,782,4,209.43
727,295,1176,1,74.58
728,296,985,2,115.09
729,296,48,2,350.25
730,296,654,4,102.04
731,296,913,4,195.25
732,297,617,5,52.08
733,297,157,2,378.16
734,297,702,3,320.07
735,298,434,917,522.77
736,298,223,1,536.6
737,298,458,2,188.1
738,298,422,3,458.06
739,299,970,4,43.05
740,299,696,5,480.75
741,299,542,4,80.99
742,299,179,2,147.12
743,300,783,1,599.43
744,301,189,4,353.8
745,302,1143,3,93.55
746,303,1158,2,421.7
747,304,1049,2,83.03
748,304,128,1,112.08
749,304,566,4,629.47
750,304,884,3,594.32
751,305,696,2,480.75
752,305,1088,4,222.16
753,305,715,2,372.11
754,305,61,3,226.48
755,306,128,4,112.08
756,306,1153,339,204.65
757,306,406,3,100.68
758,307,1074,2,157.21
759,307,1075,5,137.73
760,307,731,516,35.43
761,308,1088,5,222.16
762,308,251,2,457.56
763,308,854,4,270.28
764,308,18,3,455.64
765,309,67,5,243.78
766,309,574,896,419.07
767,310,383,2,293.09
768,310,536,1,25.17
769,310,564,5,25.6
770,310,1020,4,53.75
771,311,941,5,93.06
772,312,46,5,294.71
773,312,329,4,260.36
774,312,833,2,121.2
775,312,1122,5,66.23
776,313,467,2,412.13
777,313,508,4,106.46
778,314,351,2,91.05
779,314,734,1,115.07
780,315,165,3,490.42
781,315,430,5,277.58
782,315,1160,4,612.78
783,315,66,1,24.59
784,316,956,2,313.48
785,316,1028,1,326.48
786,317,1180,5,157.66
787,317,357,4,471.92
788,317,549,5,380.68
789,318,238,1,292.52
790,318,832,3,114.63
791,319,44,5,452.47
792,320,496,5,420.86
793,320,476,4,324.96
794,320,446,1,203.74
795,321,772,3,222.02
796,321,567,3,195.4
797,321,149,3,647.45
798,322,744,2,593.05
799,322,211,5,142.65
800,323,613,4,198.19
801,323,1197,4,618.6
802,324,582,1,53.32
803,324,577,4,425.09
804,325,628,1,190.18
805,325,882,1,53.89
806,326,463,3,343.52
807,326,654,4,102.04
808,326,696,452,480.75
